PlayerID,Position,Passes_Sent,Passes_Received,Total_Passes,Out_Degree,In_Degree,Betweenness
776078,F,21,27,48,0.2222222222222222,0.2777777777777778,0.08333333333333334
941262,F,26,22,48,0.4444444444444444,0.2777777777777778,0.1454248366013072
535114,D,21,24,45,0.2777777777777778,0.2777777777777778,0.09477124183006536
200656,F,20,22,42,0.2222222222222222,0.3333333333333333,0.07080610021786493
533190,F,15,16,31,0.2222222222222222,0.3333333333333333,0.15740740740740744
548693,D,15,15,30,0.2777777777777778,0.2777777777777778,0.23257080610021788
476316,F,14,15,29,0.2777777777777778,0.2777777777777778,0.17320261437908496
609414,F,13,11,24,0.2222222222222222,0.2222222222222222,0.170479302832244
813775,D,14,8,22,0.2777777777777778,0.16666666666666666,0.10021786492374726
31650,D,10,10,20,0.1111111111111111,0.2222222222222222,0.01797385620915033
450035,F,7,9,16,0.1111111111111111,0.1111111111111111,0.006535947712418301
581597,D,9,5,14,0.2222222222222222,0.1111111111111111,0.08986928104575163
279026,F,4,7,11,0.1111111111111111,0.16666666666666666,0.10239651416122005
654147,D,6,5,11,0.1111111111111111,0.1111111111111111,0.008169934640522876
314962,D,4,5,9,0.1111111111111111,0.1111111111111111,0.03376906318082789
996462,F,4,2,6,0.1111111111111111,0.05555555555555555,0.10457516339869281
26215,F,2,2,4,0.05555555555555555,0.05555555555555555,0.10457516339869281
742001,F,0,2,2,0.0,0.05555555555555555,0.0
696768,F,2,0,2,0.05555555555555555,0.0,0.0
