PlayerID,Position,Passes_Sent,Passes_Received,Total_Passes,Out_Degree,In_Degree,Betweenness
693930,D,67,65,132,0.4583333333333333,0.4583333333333333,0.042240338164251205
845179,D,50,51,101,0.375,0.5,0.10184178743961352
320957,D,51,44,95,0.5416666666666666,0.375,0.09172705314009662
389063,F,34,44,78,0.375,0.4583333333333333,0.0845108695652174
598017,F,31,42,73,0.29166666666666663,0.375,0.04045893719806763
888156,F,30,39,69,0.375,0.4583333333333333,0.15712560386473431
511850,F,36,28,64,0.3333333333333333,0.25,0.028381642512077292
3467,D,32,26,58,0.375,0.375,0.1285024154589372
74574,F,25,32,57,0.3333333333333333,0.375,0.11884057971014492
141486,F,38,19,57,0.41666666666666663,0.20833333333333331,0.07901570048309178
242998,F,18,24,42,0.16666666666666666,0.29166666666666663,0.028894927536231883
25248,D,17,23,40,0.20833333333333331,0.25,0.05314009661835749
600729,D,15,21,36,0.16666666666666666,0.29166666666666663,0.028985507246376812
483729,F,20,7,27,0.29166666666666663,0.08333333333333333,0.018115942028985504
959295,D,11,14,25,0.16666666666666666,0.16666666666666666,0.052838164251207714
880966,F,11,13,24,0.16666666666666666,0.20833333333333331,0.04060990338164251
852705,F,11,10,21,0.125,0.125,0.010718599033816424
917605,D,7,13,20,0.125,0.16666666666666666,0.02777777777777778
525897,F,9,5,14,0.125,0.041666666666666664,0.0
129019,F,3,10,13,0.041666666666666664,0.20833333333333331,0.0041364734299516905
334118,F,7,6,13,0.08333333333333333,0.125,0.07098429951690823
48852,F,6,4,10,0.125,0.08333333333333333,0.028804347826086953
882520,G,7,0,7,0.125,0.0,0.0
447763,F,4,2,6,0.08333333333333333,0.041666666666666664,0.03170289855072464
28961,G,2,0,2,0.041666666666666664,0.0,0.0
